Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-7F5K-JJTY,TRUE,3,"[true, true, false, false, true, true]",295,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]","[false, true, true, true, true, true]",132,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,"""KZ-7F5K-JJTY""",pd2fa89fe,40,,"""male""","""$40,000 to $59,999""","[True, True, False, False, True, True]",1,1,0,0,1,1,,"[False, True, True, True, True, True]",0,1,1,1,1,1,,0.666666667,0.833333333
KZ-X23H-YVV6,TRUE,3,"[true, true, true, true, false, true]",68,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",[],0,[],,"""KZ-X23H-YVV6""",pae7eb8f9,36,,"""female""","""$60,000 to $84,999""","[True, True, True, True, False, True]",1,1,1,1,0,1,,[],,,,,,,,0.833333333,
KZ-AXZY-Q9U3,FALSE,3,"[false, true, true, false, false, true]",131,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]","[true, true, true, true, false, false]",63,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,"""KZ-AXZY-Q9U3""",pf3f2b666,37,,"""male""","""$40,000 to $59,999""","[False, True, True, False, False, True]",0,1,1,0,0,1,,"[True, True, True, True, False, False]",1,1,1,1,0,0,,0.5,0.666666667
KZ-DKTL-4CQT,FALSE,3,"[true, true, true, false, false, true]",80,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]","[false, true, true, true, true, false]",45,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",,"""KZ-DKTL-4CQT""",pcbf5856f,37,,"""female""","""$85,000 to $114,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,"[False, True, True, True, True, False]",0,1,1,1,1,0,,0.666666667,0.666666667
KZ-5PNT-5U4T,TRUE,1,"[true, true, true, false, true, false]",612,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-5PNT-5U4T""",pf86c80c0,37,,"""female""","""$115,000 to $149,999""","[True, True, True, False, True, False]",1,1,1,0,1,0,,,,,,,,,,0.666666667,
KZ-S5T2-UR8U,FALSE,2,"[false, true, false, false, false, true, true]",61,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[false, true, false, false, false, true, false]",53,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-S5T2-UR8U""",pd9b4cca4,36,,"""female""","""Less than $9,999""","[False, True, False, False, False, True, True]",0,1,0,0,0,1,1,"[False, True, False, False, False, True, False]",0,1,0,0,0,1,0,0.428571429,0.285714286
KZ-XHPX-83QZ,TRUE,1,"[false, false, true, false, true, false]",83,"[""All of the above"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-XHPX-83QZ""",pad248773,39,,"""female""","""$40,000 to $59,999""","[False, False, True, False, True, False]",0,0,1,0,1,0,,,,,,,,,,0.333333333,
KZ-3KH4-K8AR,TRUE,2,"[true, true, true, true, true, true, false]",30,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""A""","""KZ-3KH4-K8AR""",pb967f947,41,,"""male""","""$115,000 to $149,999""","[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,[],,,,,,,,0.857142857,
KZ-Q4ER-7Q2W,TRUE,1,"[false, true, false, false, false, true]",70,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-Q4ER-7Q2W""",pc12b49df,47,,"""female""","""$60,000 to $84,999""","[False, True, False, False, False, True]",0,1,0,0,0,1,,,,,,,,,,0.333333333,
KZ-24XA-SSFX,TRUE,1,"[true, true, true, true, true, true]",182,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-24XA-SSFX""",pb967f947,41,,"""male""","""$115,000 to $149,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-TNUP-2RBV,TRUE,1,"[true, true, true, true, true, true]",113,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-TNUP-2RBV""",pa42657ea,36,,"""female""","""$60,000 to $84,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-HW5F-A8GF,FALSE,2,"[true, false, false, true, false, false, true]",37,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","[true, true, false, true, false, false, true]",95,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-HW5F-A8GF""",pbdd5243f,34,,"""female""","""$60,000 to $84,999""","[True, False, False, True, False, False, True]",1,0,0,1,0,0,1,"[True, True, False, True, False, False, True]",1,1,0,1,0,0,1,0.428571429,0.571428571
KZ-8YRW-MG2B,FALSE,2,"[false, true, true, false, false, true, false]",91,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, true, true, false]",56,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, only anonymized data will be used to train AI models.""]","""A""","""KZ-8YRW-MG2B""",pbc09189c,33,,"""female""","""$60,000 to $84,999""","[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,"[True, True, True, False, True, True, False]",1,1,1,0,1,1,0,0.428571429,0.714285714
KZ-74T8-T2DR,TRUE,2,"[true, true, true, true, true, true, true]",47,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""B""","""KZ-74T8-T2DR""",pad9a7674,31,,"""female""","""$60,000 to $84,999""","[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,[],,,,,,,,1,
KZ-QK8J-975M,TRUE,1,"[true, true, true, false, false, true]",270,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-QK8J-975M""",pde3203e6,32,,"""female""","""$150,000 to $199,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-ENVW-Z6AG,FALSE,2,"[true, false, false, true, false, false, false]",121,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, false, true, false, false, false, false]",13,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For users aged 13â€“17 if they are not in school"", ""Only if the child wins a prize"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-ENVW-Z6AG""",pd930b6fb,29,,"""female""","""$60,000 to $84,999""","[True, False, False, True, False, False, False]",1,0,0,1,0,0,0,"[True, False, True, False, False, False, False]",1,0,1,0,0,0,0,0.285714286,0.285714286
KZ-L69Q-PGEK,TRUE,2,"[true, true, true, true, true, true, true]",66,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""B""","""KZ-L69Q-PGEK""",pfae0611e,38,,"""male""","""$85,000 to $114,999""","[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,[],,,,,,,,1,
KZ-EXTB-TMZL,TRUE,2,"[true, true, true, true, true, true, true]",83,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""B""","""KZ-EXTB-TMZL""",pf21c4fc0,48,,"""female""","""$60,000 to $84,999""","[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,[],,,,,,,,1,
KZ-XBXF-PU6R,TRUE,2,"[false, true, true, true, true, true, true]",82,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""B""","""KZ-XBXF-PU6R""",pc5f02309,42,,"""male""","""$150,000 to $199,999""","[False, True, True, True, True, True, True]",0,1,1,1,1,1,1,[],,,,,,,,0.857142857,
KZ-4YAP-C66D,FALSE,2,"[false, true, false, false, false, false, true]",96,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""Only if the child wins a prize"", ""Yes, but only if I am notified and consent.""]","[false, true, false, true, false, true, true]",17,"[""Medical history"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-4YAP-C66D""",pcaa5ee22,44,,"""female""","""$40,000 to $59,999""","[False, True, False, False, False, False, True]",0,1,0,0,0,0,1,"[False, True, False, True, False, True, True]",0,1,0,1,0,1,1,0.285714286,0.571428571
KZ-Z762-MEPK,TRUE,1,"[true, true, true, false, false, false]",84,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-Z762-MEPK""",pc54b21dc,43,,"""male""","""$60,000 to $84,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
KZ-X989-LULM,TRUE,1,"[false, false, false, false, true, false]",48,"[""All of the above"", ""By clearing their internet browser history"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-X989-LULM""",pf4500304,44,,"""male""","""$60,000 to $84,999""","[False, False, False, False, True, False]",0,0,0,0,1,0,,,,,,,,,,0.166666667,
KZ-QN2Y-E56P,TRUE,1,"[false, true, true, false, true, false]",773,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-QN2Y-E56P""",pb022adf7,40,,"""male""","""$85,000 to $114,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-6BHP-CLFA,FALSE,1,"[true, true, true, false, false, false]",21,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""Only if the child wins a prize""]",,,,,"""KZ-6BHP-CLFA""",pcc9c1976,31,,"""female""","""$115,000 to $149,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
KZ-SQLC-BC65,FALSE,2,"[false, true, true, false, false, false, false]",105,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[false, true, false, false, true, false, false]",135,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-SQLC-BC65""",pf7e88291,34,,"""female""","""$85,000 to $114,999""","[False, True, True, False, False, False, False]",0,1,1,0,0,0,0,"[False, True, False, False, True, False, False]",0,1,0,0,1,0,0,0.285714286,0.285714286
KZ-MCB9-FKXS,TRUE,1,"[true, true, true, true, false, true]",151,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-MCB9-FKXS""",pd05dfc31,44,,"""female""","""$25,000 to $39,999""","[True, True, True, True, False, True]",1,1,1,1,0,1,,,,,,,,,,0.833333333,
KZ-5EQL-YJYW,TRUE,1,"[true, true, true, false, true, true]",96,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-5EQL-YJYW""",pb00949c5,30,,"""female""","""$60,000 to $84,999""","[True, True, True, False, True, True]",1,1,1,0,1,1,,,,,,,,,,0.833333333,
KZ-8E86-4PGW,TRUE,1,"[false, true, true, true, false, false]",110,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""Only if the child wins a prize""]",,,,,"""KZ-8E86-4PGW""",pb9cfd57c,24,,"""female""","""$25,000 to $39,999""","[False, True, True, True, False, False]",0,1,1,1,0,0,,,,,,,,,,0.5,
KZ-MLJ9-V2WP,TRUE,2,"[true, true, true, true, true, true, true]",52,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, and this may occur without my consent.""]",[],0,[],"""A""","""KZ-MLJ9-V2WP""",pf21c4fc0,48,,"""female""","""$60,000 to $84,999""","[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,[],,,,,,,,1,
KZ-QVLZ-XDNK,TRUE,1,"[true, true, true, false, false, true]",125,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-QVLZ-XDNK""",pcae26a4b,49,,"""female""","""$85,000 to $114,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-7JQH-GA4N,TRUE,1,"[false, true, true, false, true, false]",112,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-7JQH-GA4N""",pa815d405,29,,"""female""","""$25,000 to $39,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-A24M-HP5B,FALSE,2,"[false, true, false, true, false, false, false]",65,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, only anonymized data will be used to train AI models.""]","[false, true, true, false, false, false, false]",62,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-A24M-HP5B""",pc9ff4ca6,42,,"""male""","""$40,000 to $59,999""","[False, True, False, True, False, False, False]",0,1,0,1,0,0,0,"[False, True, True, False, False, False, False]",0,1,1,0,0,0,0,0.285714286,0.285714286
KZ-EAD8-425D,TRUE,2,"[false, false, true, false, false, false, false]",48,"[""None of the above"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For users aged 13â€“17 if they are not in school"", ""When a parent publicly shares the childâ€™s account details"", ""No, only anonymized data will be used to train AI models.""]","[true, true, true, false, true, true, true]",134,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-EAD8-425D""",pfac5f29c,29,,"""male""","""$115,000 to $149,999""","[False, False, True, False, False, False, False]",0,0,1,0,0,0,0,"[True, True, True, False, True, True, True]",1,1,1,0,1,1,1,0.142857143,0.857142857
KZ-CCA3-NZGQ,TRUE,4,"[true, true, false, false, false, false]",71,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-CCA3-NZGQ""",pdbe7e2e6,48,,"""female""","""$200,000 or more""","[True, True, False, False, False, False]",1,1,0,0,0,0,,,,,,,,,,0.333333333,
KZ-XCEV-SU3C,TRUE,4,"[true, true, true, true, true, true]",111,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-XCEV-SU3C""",pa4741aca,29,,"""male""","""$85,000 to $114,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-YZEA-6VVK,TRUE,4,"[true, false, true, false, false, true]",94,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-YZEA-6VVK""",pf2c8873d,35,"""completedBachelorsDegree""","""female""","""$200,000 or more""","[True, False, True, False, False, True]",1,0,1,0,0,1,,,,,,,,,,0.5,
KZ-S5G3-2P9K,TRUE,4,"[true, true, true, true, false, true]",160,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For users aged 13â€“17 if they are not in school"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-S5G3-2P9K""",pb5a49902,40,,"""male""","""$115,000 to $149,999""","[True, True, True, True, False, True]",1,1,1,1,0,1,,,,,,,,,,0.833333333,
KZ-GBJV-AQZF,TRUE,4,"[false, false, true, false, true, true]",53,"[""Physical home address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-GBJV-AQZF""",pfd3b121a,25,,"""female""","""$25,000 to $39,999""","[False, False, True, False, True, True]",0,0,1,0,1,1,,,,,,,,,,0.5,
KZ-CHLQ-NMXH,TRUE,4,"[true, false, true, false, false, false]",75,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-CHLQ-NMXH""",pb87b83ee,35,,"""male""","""$60,000 to $84,999""","[True, False, True, False, False, False]",1,0,1,0,0,0,,,,,,,,,,0.333333333,
KZ-MFXY-YK4N,TRUE,4,"[true, true, true, true, false, true]",99,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-MFXY-YK4N""",pb3c04caf,57,,"""male""","""$200,000 or more""","[True, True, True, True, False, True]",1,1,1,1,0,1,,,,,,,,,,0.833333333,
KZ-MGK5-54LN,TRUE,4,"[false, false, true, true, false, true]",15,"[""Physical home address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-MGK5-54LN""",pd001558a,38,,"""male""","""$40,000 to $59,999""","[False, False, True, True, False, True]",0,0,1,1,0,1,,,,,,,,,,0.5,
KZ-LC38-TA2L,TRUE,4,"[false, true, true, false, true, true]",53,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-LC38-TA2L""",pf3cfcb67,58,,"""female""","""$85,000 to $114,999""","[False, True, True, False, True, True]",0,1,1,0,1,1,,,,,,,,,,0.666666667,
KZ-3B3X-56JJ,TRUE,4,"[true, true, true, true, false, true]",117,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-3B3X-56JJ""",pcb5f42d0,32,,"""female""","""$85,000 to $114,999""","[True, True, True, True, False, True]",1,1,1,1,0,1,,,,,,,,,,0.833333333,
KZ-8FBE-W9QK,TRUE,4,"[false, true, true, false, true, true]",120,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-8FBE-W9QK""",pfeb7dd73,36,,"""male""","""$150,000 to $199,999""","[False, True, True, False, True, True]",0,1,1,0,1,1,,,,,,,,,,0.666666667,
KZ-VYH9-SQ3M,TRUE,4,"[true, false, true, false, false, true]",127,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VYH9-SQ3M""",pf1c20cd1,40,,"""female""","""$40,000 to $59,999""","[True, False, True, False, False, True]",1,0,1,0,0,1,,,,,,,,,,0.5,
KZ-25V3-XBHY,TRUE,4,"[true, true, false, true, false, true]",67,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-25V3-XBHY""",pbf52838b,40,"""completedBachelorsDegree""","""female""","""$200,000 or more""","[True, True, False, True, False, True]",1,1,0,1,0,1,,,,,,,,,,0.666666667,
